anime_id,name,rating,type,episodes,date,adult,members,genres
249,InuYasha,7.85,TV,167,Fall 2000,0,478432,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
250,Konjiki no Gash Bell!!,7.55,TV,150,Spring 2003,0,78455,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen"
251,Kyou kara Maou!,7.7,TV,78,Spring 2004,0,63906,"Adventure, Comedy, Demons, Fantasy, Shoujo"
252,Madlax,7.07,TV,26,Spring 2004,0,19706,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen"
253,Jungle wa Itsumo Hare nochi Guu,7.84,TV,26,Spring 2001,0,20051,"Slice of Life, Comedy, School"
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,OVA,6,Unknown,0,9126,"Comedy, Slice of Life"
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,OVA,7,Unknown,0,7383,"Slice of Life, Comedy"
256,Hoshi no Koe,7.22,OVA,1,Unknown,0,90454,"Sci-Fi, Space, Drama, Romance, Mecha"
257,Ikkitousen,6.45,TV,13,Summer 2003,1,97131,"Ecchi, Super Power, Martial Arts, School"
258,Hitsuji no Uta,6.23,OVA,4,Unknown,1,8612,"Horror, Drama, Vampire"
259,Happy☆Lesson,6.64,OVA,5,Unknown,0,7108,"Comedy, Harem, Romance, School"
260,Happy☆Lesson (TV),6.67,TV,13,Spring 2002,0,17640,"Comedy, Drama, Harem, Romance, Slice of Life"
261,Happy☆Lesson: Advance,6.84,TV,13,Summer 2003,0,9619,"Comedy, Harem, Romance, Slice of Life"
262,Happy☆Lesson: The Final,6.83,OVA,3,Unknown,0,6206,"Comedy, Harem, Romance, School"
263,Hajime no Ippo,8.75,TV,75,Fall 2000,0,281711,"Comedy, Sports, Drama, Shounen"
264,Hajime no Ippo: Champion Road,8.29,Special,1,Unknown,0,84635,"Comedy, Shounen, Sports"
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,OVA,1,Unknown,0,67967,"Comedy, Sports, Shounen"
266,Gunparade March: Arata Naru Kougunka,6.8,TV,12,Winter 2003,0,8955,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life"
267,Gungrave,7.87,TV,26,Fall 2003,1,89766,"Action, Drama, Sci-Fi, Seinen, Super Power"
268,Golden Boy,8.03,OVA,6,Unknown,1,192836,"Adventure, Comedy, Ecchi"
269,Bleach,7.8,TV,366,Fall 2004,0,1152578,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
270,Hellsing,7.5,TV,13,Fall 2001,1,431172,"Action, Horror, Supernatural, Vampire, Seinen"
271,Gad Guard,6.7,TV,26,Spring 2003,0,7346,"Sci-Fi, Adventure, Mecha, Shounen"
272,Noir,7.31,TV,26,Spring 2001,0,55450,"Action, Mystery, Drama"
273,Mahoutsukai ni Taisetsu na Koto,6.75,TV,12,Winter 2003,0,10668,"Slice of Life, Drama, Magic, Shounen"
274,Kiddy Grade,7.22,TV,24,Fall 2002,1,28108,"Action, Sci-Fi, Super Power, Ecchi, Mecha"
275,Love♥Love?,5.91,TV,9,Spring 2004,1,13909,"Ecchi, Comedy, Harem, Romance"
276,Mahoromatic: Automatic Maiden,7.18,TV,12,Fall 2001,1,36641,"Comedy, Ecchi, Military, Romance, Sci-Fi"
277,Mahoromatic: Motto Utsukushii Mono,7.17,TV,14,Fall 2002,1,22626,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi"
278,Viewtiful Joe,6.75,TV,51,Fall 2004,0,7338,"Action, Sci-Fi, Comedy, Shounen"
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,TV,13,Fall 2003,1,13708,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural"
280,Animal Yokochou,6.83,TV,51,Fall 2005,0,1343,"Adventure, Comedy, Fantasy, Shoujo"
281,Akane Maniax,5.74,OVA,3,Unknown,0,13175,"Comedy, Mecha, Romance"
282,Angel Heart,7.3,TV,50,Fall 2005,0,8335,"Action, Mystery, Drama, Romance, Seinen"
283,Akage no Anne,7.7,TV,50,Winter 1979,0,11155,"Slice of Life, Historical, Drama"
284,Area 88 (TV),7.03,TV,12,Winter 2004,0,7201,"Action, Drama, Military, Romance, Shounen"
285,Argento Soma,6.8,TV,25,Fall 2000,0,10424,"Action, Adventure, Drama, Mecha, Military, Sci-Fi"
286,B'T X,7.05,TV,25,Spring 1996,0,7049,"Adventure, Mecha, Sci-Fi, Shounen"
287,Grappler Baki (TV),7.44,TV,24,Winter 2001,0,59013,"Action, Sports, Martial Arts, Shounen"
288,Bakuten Shoot Beyblade,6.73,TV,51,Winter 2001,0,82479,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
289,Comic Party,6.59,TV,13,Spring 2001,0,11554,"Comedy, Drama"
290,Seikai no Monshou,7.69,TV,13,Winter 1999,0,23770,"Action, Military, Sci-Fi, Space, Romance"
291,D.C.S.S: Da Capo Second Season,7.01,TV,26,Summer 2005,0,22413,"Comedy, Harem, Romance, Supernatural, Drama"
292,Dear Boys,6.85,TV,26,Spring 2003,0,14463,"Drama, Shounen, Sports"
293,Di Gi Charat,6.73,TV,16,Fall 1999,0,13008,"Comedy, Fantasy, Sci-Fi"
294,Divergence Eve,5.93,TV,13,Summer 2003,1,6448,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
295,Divergence Eve 2: Misaki Chronicles,6.3,TV,13,Winter 2004,0,3964,"Adventure, Drama, Mecha, Military, Sci-Fi, Space"
296,Dragon Drive,6.73,TV,38,Summer 2002,0,15281,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen"
297,Grenadier: Hohoemi no Senshi,6.72,TV,12,Fall 2004,0,36225,"Action, Ecchi, Adventure, Comedy, Shounen"
298,.hack//Tasogare no Udewa Densetsu,6.6,TV,12,Winter 2003,0,48846,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen"
299,.hack//Liminality,6.61,OVA,4,Unknown,0,24165,"Game, Mystery, Sci-Fi"
300,3x3 Eyes,6.77,OVA,4,Unknown,1,15992,"Action, Demons, Fantasy, Horror, Romance"
301,Cinderella Boy,6.32,TV,13,Summer 2003,0,3761,"Action, Adventure, Mystery, Comedy, Seinen"
302,Mirai Shounen Conan,8.09,TV,26,Spring 1978,0,18775,"Adventure, Drama, Sci-Fi"
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,TV,48,Spring 1998,0,15445,"Comedy, Magic, Supernatural"
304,Aa! Megami-sama! Movie,7.57,Movie,1,Unknown,0,31367,"Comedy, Magic, Romance, Seinen, Supernatural"
305,Abashiri Ikka,5.39,OVA,4,Unknown,1,2100,"Action, Comedy, Shounen"
306,Abenobashi Mahou☆Shoutengai,7.26,TV,13,Spring 2002,1,45690,"Comedy, Parody, Ecchi, Fantasy"
307,Kerokko Demetan,6.01,TV,39,Winter 1973,0,754,"Kids, Fantasy, Comedy"
308,Zettai Shounen,6.94,TV,26,Spring 2005,0,6347,"Sci-Fi, Mystery, Drama, Fantasy, Shounen"
309,Akahori Gedou Hour Rabuge,6.16,TV,13,Summer 2005,0,2414,"Comedy, Magic, Parody"
310,"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,TV,50,Spring 1991,0,1087,"Comedy, Supernatural"
311,Ace wo Nerae!,7.02,TV,26,Fall 1973,0,4064,"Sports, Drama, Romance, School, Shoujo"
312,Ace wo Nerae!: Final Stage,6.52,OVA,12,Unknown,0,768,"Action, Drama, Sports"
313,Ace wo Nerae! (1979),6.83,Movie,1,Unknown,0,1887,"Sports, Drama, Romance, School, Shoujo"
314,Ace wo Nerae! 2,6.87,OVA,13,Unknown,0,1094,"Drama, Shoujo, Sports"
315,Xiao Qian,6.5,Movie,1,Unknown,0,1523,"Action, Drama, Fantasy, Romance"
316,Nageki no Kenkou Yuuryouji,6.19,OVA,3,Unknown,Rx - Hentai,3088,"Comedy, Hentai, Yuri"
317,Final Fantasy VII: Advent Children,7.76,Movie,1,Unknown,0,181009,"Action, Super Power, Fantasy"
318,Hand Maid May,6.73,TV,10,Summer 2000,0,19345,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
319,Happy World!,6.02,OVA,3,Unknown,1,4057,"Ecchi, Fantasy, Comedy, Romance"
320,A Kite,6.56,OVA,2,Unknown,Rx - Hentai,35642,"Action, Hentai, Police, Drama"
321,Najica Dengeki Sakusen,6,TV,12,Fall 2001,1,9131,"Action, Ecchi, Comedy, Sci-Fi"
322,Paradise Kiss,7.83,TV,12,Fall 2005,1,105093,"Comedy, Drama, Josei, Romance, Slice of Life"
323,Mousou Dairinin,7.68,TV,13,Winter 2004,1,170520,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller"
324,Kidou Keisatsu Patlabor: On Television,7.69,TV,47,Fall 1989,0,13749,"Comedy, Mecha, Police, Sci-Fi"
325,Peach Girl,7,TV,25,Winter 2005,0,63826,"Slice of Life, Drama, Romance, School, Shoujo"
326,Petshop of Horrors,7.27,TV,4,Winter 1999,1,36142,"Horror, Josei, Mystery, Supernatural"
327,Puchi Pri*Yucie,7.42,TV,26,Fall 2002,0,8206,"Comedy, Magic, Fantasy, Shoujo"
328,Piano (TV),6.02,TV,10,Fall 2002,0,4648,"Music, Slice of Life, Drama, Romance, Shoujo"
329,Planetes,8.31,TV,26,Fall 2003,0,96390,"Drama, Romance, Sci-Fi, Seinen, Space"
330,Midori no Hibi,7.28,TV,13,Spring 2004,1,108705,"Comedy, Drama, Romance, Ecchi, Shounen"
331,Mahoujin Guruguru,7.61,TV,45,Fall 1994,0,5056,"Adventure, Comedy, Magic, Fantasy, Shounen"
332,Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,TV,38,Spring 2000,0,2077,"Adventure, Comedy, Magic, Fantasy, Shounen"
333,Mama wa Shougaku 4 Nensei,7.21,TV,51,Winter 1992,0,2723,"Comedy, Drama, Sci-Fi"
334,Marmalade Boy,7.49,TV,76,Spring 1994,0,29647,"Comedy, Drama, Romance, Shoujo"
335,Matantei Loki Ragnarok,7.29,TV,26,Spring 2003,0,23956,"Comedy, Magic, Mystery, Shounen, Supernatural"
336,Ginyuu Mokushiroku Meine Liebe,6.46,TV,13,Fall 2004,0,6304,"Fantasy, Shoujo"
337,Psychic Academy,6.24,TV,24,Spring 2002,0,7093,"Comedy, Romance, Supernatural"
338,Versailles no Bara,8.33,TV,40,Fall 1979,0,35445,"Military, Historical, Drama, Romance, Shoujo"
339,Serial Experiments Lain,8.03,TV,13,Summer 1998,1,287976,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,TV,26,Spring 2004,0,13715,"Action, Historical, Martial Arts, Samurai, Shounen"
341,Spiral: Suiri no Kizuna,7.25,TV,25,Fall 2002,0,32690,"Drama, Mystery, Shounen"
342,Starship Operators,7,TV,13,Winter 2005,0,7541,"Drama, Military, Sci-Fi, Space"
343,Tsukuyomi: Moon Phase,7,TV,25,Fall 2004,0,44867,"Comedy, Romance, Vampire, Fantasy, Seinen"
344,Futatsu no Spica,7.37,TV,20,Fall 2003,0,5192,"Sci-Fi, Supernatural, Drama, School"
345,Eikoku Koi Monogatari Emma,7.67,TV,12,Spring 2005,0,22347,"Slice of Life, Historical, Drama, Romance, Seinen"
346,W: Wish,6.19,TV,13,Fall 2004,0,8356,"Drama, Harem, Romance, School, Slice of Life"
347,Wild Arms: Twilight Venom,6.66,TV,22,Fall 1999,0,4447,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy"
348,Binzume Yousei,6.45,TV,13,Fall 2003,0,11654,"Comedy, Fantasy, Magic, Slice of Life"
349,Magical Canan,6.19,TV,13,Winter 2005,0,2274,"Supernatural, Drama, Magic, Fantasy"
350,Ojamajo Doremi,7.21,TV,51,Winter 1999,0,30975,"Comedy, Magic"
351,Ojamajo Doremi Sharp,7.34,TV,49,Winter 2000,0,13349,"Comedy, Magic, Shoujo"
352,Motto! Ojamajo Doremi,7.34,TV,50,Winter 2001,0,13151,"Magic, Fantasy, Comedy, Shoujo"
353,Ojamajo Doremi Dokkaan!,7.59,TV,51,Winter 2002,0,9375,"Comedy, Magic, Shoujo"
354,UG☆Ultimate Girls,5.63,TV,12,Winter 2005,1,5224,"Comedy, Ecchi, Magic, Sci-Fi"
355,Shakugan no Shana,7.51,TV,24,Fall 2005,0,348131,"Action, Drama, Fantasy, Romance, School, Supernatural"
356,Fate/stay night,7.34,TV,24,Winter 2006,1,584185,"Action, Supernatural, Magic, Romance, Fantasy"
357,Bokusatsu Tenshi Dokuro-chan,6.59,OVA,4,Unknown,1,137479,"Comedy, Magic, Ecchi"
358,"Iriya no Sora, UFO no Natsu",6.99,OVA,6,Unknown,1,14709,"Drama, Romance, Sci-Fi"
359,I'll/CKBC,6.3,OVA,2,Unknown,0,2871,"Action, Sports, School, Shounen"
360,Himiko-den,6.24,TV,12,Winter 1999,0,3000,"Adventure, Supernatural, Drama, Fantasy"
361,Memories Off,5.93,OVA,3,Unknown,0,3174,"Romance, Drama"
362,Memories Off 2nd,6.3,OVA,3,Unknown,0,2208,"Romance, Drama"
363,Memories Off 3.5,6.29,OVA,4,Unknown,0,1780,"Romance, Drama"
364,Gallery Fake,7.47,TV,37,Winter 2005,0,5246,"Mystery, Seinen"
365,Fake,6.54,OVA,1,Unknown,0,14229,"Police, Comedy, Romance, Mystery, Shounen Ai"
366,AIKa,5.94,OVA,7,Unknown,1,19140,"Action, Ecchi, Adventure, Comedy, Sci-Fi"
367,Akazukin Chacha OVA,7.05,OVA,3,Unknown,0,1535,"Comedy, Fantasy, Magic"
368,Bible Black,6.65,OVA,6,Unknown,Rx - Hentai,46130,Hentai
369,Boogiepop wa Warawanai,7.17,TV,12,Winter 2000,1,43133,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror"
370,Burn Up Excess,6.55,TV,13,Winter 1998,0,6295,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen"
371,Cardcaptor Sakura Movie 1,7.64,Movie,1,Unknown,0,74161,"Comedy, Drama, Magic, Fantasy, Shoujo"
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,Movie,1,Unknown,0,84222,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
373,Bannou Bunka Neko-Musume,6.7,OVA,6,Unknown,0,6149,"Sci-Fi, Adventure, Comedy, Mecha, Seinen"
374,Bannou Bunka Neko-Musume DASH!,6.37,OVA,12,Unknown,1,3205,"Action, Comedy, Ecchi, Romance, Sci-Fi"
375,Bannou Bunka Neko-Musume (1998),6.53,TV,12,Winter 1998,0,3933,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.19,Special,1,Unknown,1,145307,"Horror, Psychological, Supernatural, Drama, Ecchi, Seinen"
377,eX-Driver,6.73,OVA,6,Unknown,0,5958,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
378,eX-Driver the Movie,6.64,Movie,1,Unknown,0,3173,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
379,Heppoko Jikken Animation Excel♥Saga,7.5,TV,26,Fall 1999,1,66328,"Comedy, Parody, Sci-Fi, Shounen"
380,Fushigi Yuugi OVA,7.16,OVA,3,Unknown,0,16489,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo"
381,Fushigi Yuugi: Dai Ni Bu,7.27,OVA,6,Unknown,0,14503,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo"
382,Futari Ecchi,6.37,OVA,4,Unknown,1,22741,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
383,Galaxy Angel,7.03,TV,24,Spring 2001,0,16394,"Comedy, Sci-Fi"
384,Gantz,7.05,TV,13,Spring 2004,1,212553,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
385,Gilgamesh,6.65,TV,26,Fall 2003,1,17076,"Drama, Fantasy, Sci-Fi, Supernatural"
386,H2,7.27,TV,41,Summer 1995,0,4645,"Comedy, Sports, Romance, Shounen"
387,Haibane Renmei,7.99,TV,13,Fall 2002,0,116456,"Slice of Life, Mystery, Psychological, Drama, Fantasy"
388,Capeta,7.83,TV,52,Fall 2005,0,14416,"Cars, Shounen, Sports"
389,Karas,7.42,OVA,6,Unknown,1,38157,"Action, Sci-Fi, Super Power, Fantasy"
390,Suzuka,7.22,TV,26,Summer 2005,0,71904,"Sports, Drama, Romance, Shounen"
391,Tales of Phantasia The Animation,6.82,OVA,4,Unknown,0,14202,"Adventure, Fantasy, Shounen"
392,Yuu☆Yuu☆Hakusho,8.45,TV,112,Fall 1992,0,360986,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen"
393,Escaflowne,7.08,Movie,1,Unknown,0,40480,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
394,Ai Yori Aoshi: Enishi,7.16,TV,12,Fall 2003,0,43340,"Comedy, Drama, Harem, Romance, Slice of Life"
395,Gantz 2nd Stage,7.08,TV,13,Summer 2004,1,113825,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
396,Seikai no Senki,7.72,TV,13,Spring 2000,0,18945,"Action, Military, Romance, Sci-Fi, Space"
397,Seikai no Senki II,7.84,TV,10,Summer 2001,0,14917,"Action, Military, Romance, Sci-Fi, Space"
398,Seikai no Senki III,7.7,OVA,2,Unknown,0,11418,"Action, Military, Romance, Sci-Fi, Space"
399,Seikai no Senki Special,7.26,Special,1,Unknown,0,1867,"Action, Military, Romance, Sci-Fi, Space"
400,Seihou Bukyou Outlaw Star,7.87,TV,24,Winter 1998,1,80336,"Action, Sci-Fi, Adventure, Space, Comedy"
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8,OVA,2,Unknown,1,57319,"Romance, Samurai, Historical, Drama, Shounen"
402,Otogi Juushi Akazukin OVA,6.48,OVA,1,Unknown,0,919,"Adventure, Comedy, Magic, Fantasy"
403,Hanaukyou Maid-tai,6.62,TV,12,Spring 2001,1,20144,"Comedy, Ecchi, Harem, Romance"
404,Bastard!!: Ankoku no Hakaishin,6.75,OVA,6,Unknown,1,20655,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen"
405,Blood: The Last Vampire,6.91,Movie,1,Unknown,1,72721,"Horror, Supernatural, Vampire"
406,Buzzer Beater,6.56,TV,13,Winter 2005,0,9183,"Shounen, Sports"
407,Tantei Gakuen Q,7.76,TV,45,Spring 2003,0,18969,"Comedy, Drama, Mystery, Police, Shounen"
408,Final Fantasy VII: Last Order,7.33,Special,1,Unknown,0,51110,"Action, Adventure, Drama, Fantasy, Sci-Fi"
411,Gun x Sword,7.28,TV,26,Summer 2005,0,46042,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
412,Kore ga Watashi no Goshujinsama,6.56,TV,12,Spring 2005,1,54408,"Comedy, Ecchi, Slice of Life"
413,Hametsu no Mars,2.23,OVA,1,Unknown,1,43205,"Sci-Fi, Horror"
415,Tonari no Yamada-kun,7.19,Movie,1,Unknown,0,24378,"Slice of Life, Comedy"
416,Kurenai no Buta,7.98,Movie,1,Unknown,0,138782,"Action, Military, Adventure, Comedy, Historical, Drama, Romance"
417,Ragnarök The Animation,6.47,TV,26,Spring 2004,0,33835,"Action, Magic, Fantasy"
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,Movie,1,Unknown,0,15386,"Adventure, Comedy, Shounen"
419,Samurai Deeper Kyou,6.92,TV,26,Summer 2002,0,37045,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen"
420,Spriggan,6.68,Movie,1,Unknown,1,14554,"Adventure, Military, Sci-Fi, Shounen"
421,Stratos 4,6.66,TV,13,Winter 2003,0,6304,"Comedy, Military, Sci-Fi, Shounen"
422,Stratos 4 OVA,6.73,OVA,2,Unknown,0,2043,"Comedy, Military, Sci-Fi, Shounen"
423,Stratos 4 Advance,6.85,OVA,6,Unknown,0,2266,"Comedy, Military, Sci-Fi, Shounen"
424,Dirty Pair,7.18,TV,24,Summer 1985,0,9260,"Adventure, Comedy, Police, Sci-Fi"
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,OVA,2,Unknown,0,4146,"Comedy, Sports, Shounen Ai"
426,Final Fantasy,6.12,OVA,4,Unknown,0,8826,"Action, Adventure, Comedy, Fantasy"
427,Kaleido Star,7.94,TV,51,Spring 2003,0,48061,"Comedy, Sports, Drama, Fantasy, Shoujo"
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,OVA,1,Unknown,0,10091,"Adventure, Comedy, Sports, Drama, Shoujo"
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,OVA,1,Unknown,0,9698,"Comedy, Drama, Shoujo"
430,Fullmetal Alchemist: The Conqueror of Shamballa,7.57,Movie,1,Unknown,0,249673,"Military, Comedy, Historical, Drama, Fantasy, Shounen"
431,Howl no Ugoku Shiro,8.67,Movie,1,Unknown,0,766754,"Adventure, Drama, Fantasy, Romance"
432,Iria: Zeiram The Animation,7.07,OVA,6,Unknown,1,11364,"Action, Adventure, Space, Sci-Fi"
433,"Kumo no Mukou, Yakusoku no Basho",7.56,Movie,1,Unknown,0,105807,"Drama, Military, Romance, Sci-Fi"
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,OVA,1,Unknown,1,4017,"Action, Adventure, Fantasy"
435,Magic Knight Rayearth,7.46,TV,20,Fall 1994,0,37530,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
437,Perfect Blue,8.48,Movie,1,Unknown,1,266930,"Dementia, Drama, Horror, Psychological"
438,Phantom The Animation,6.54,OVA,3,Unknown,1,8033,"Action, Drama, Shounen"
439,RG Veda,6.14,OVA,2,Unknown,0,4591,"Adventure, Drama, Fantasy"
440,Shoujo Kakumei Utena,8.2,TV,39,Spring 1997,0,79589,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,Movie,1,Unknown,1,27880,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai"
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,Movie,1,Unknown,0,205391,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen"
443,Onegai☆Teacher: Himitsu na Futari,7.32,OVA,1,Unknown,1,37846,"Comedy, Ecchi, Romance, Sci-Fi"
444,Maria-sama ga Miteru: Haru,7.68,TV,13,Summer 2004,0,16089,"Drama, Romance, School, Shoujo, Shoujo Ai"
445,Tales of Eternia The Animation,6.21,TV,13,Winter 2001,0,9386,"Adventure, Comedy, Romance, Fantasy"
446,Weiß Kreuz Glühen,6.59,TV,13,Fall 2002,1,5623,"Action, Drama, Shounen"
447,Weiß Kreuz,6.73,TV,25,Spring 1998,0,11134,"Action, Drama, Shounen"
448,Tenjou Tenge: The Ultimate Fight,7.06,OVA,2,Unknown,1,31179,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
449,InuYasha Movie 4: Guren no Houraijima,7.54,Movie,1,Unknown,0,65062,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,Movie,1,Unknown,0,74194,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
451,InuYasha Movie 3: Tenka Hadou no Ken,7.8,Movie,1,Unknown,0,70082,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
452,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,Movie,1,Unknown,0,71587,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen"
454,.hack//Gift,6.16,OVA,1,Unknown,1,14651,"Comedy, Fantasy, Game"
455,Fantastic Children,7.55,TV,26,Fall 2004,0,11415,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller"
456,Gokujou Seitokai,6.94,TV,26,Spring 2005,0,10236,"Comedy, School, Slice of Life"
457,Mushishi,8.69,TV,26,Fall 2005,0,353656,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
458,Buttobi!! CPU,6.24,OVA,3,Unknown,1,4512,"Comedy, Ecchi, Magic, Sci-Fi, Seinen"
459,One Piece Movie 1,7.1,Movie,1,Unknown,0,74519,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
460,One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,Movie,1,Unknown,0,59092,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,Movie,1,Unknown,0,53195,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
462,One Piece Movie 4: Dead End no Bouken,7.59,Movie,1,Unknown,0,62631,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
463,One Piece Movie 5: Norowareta Seiken,7.23,Movie,1,Unknown,0,51372,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,Movie,1,Unknown,0,58077,"Adventure, Comedy, Fantasy, Shounen"
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,Movie,1,Unknown,0,45826,"Adventure, Comedy, Fantasy, Shounen"
466,One Piece: Taose! Kaizoku Ganzack,6.76,OVA,1,Unknown,0,21969,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen"
467,Koukaku Kidoutai: Stand Alone Complex,8.45,TV,26,Fall 2002,1,212701,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
468,Innocence,7.82,Movie,1,Unknown,1,101475,"Military, Sci-Fi, Police, Psychological, Mecha"
469,Karin,7.17,TV,24,Fall 2005,0,125480,"Comedy, Romance, Vampire, School, Shounen"
470,Okusama wa Joshikousei (TV),6.34,TV,13,Summer 2005,0,14816,"Slice of Life, Comedy, Romance, Drama"
471,To Heart 2,6.52,TV,13,Fall 2005,0,10648,"Comedy, Drama, Harem, Romance, School, Slice of Life"
472,To Heart,6.6,TV,13,Spring 1999,0,13917,"Drama, Harem, Romance, School, Slice of Life"
473,Tide-Line Blue,6.66,TV,12,Summer 2005,0,4243,"Action, Military, Adventure, Drama, Shounen"
474,Macross Plus,7.72,OVA,4,Unknown,1,25668,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
475,Hotori: Tada Saiwai wo Koinegau,6.93,Movie,1,Unknown,0,2608,"Drama, Sci-Fi"
476,Ginban Kaleidoscope,7.34,TV,12,Fall 2005,0,31192,"Sports, Supernatural, Drama, Romance"
477,Aria the Animation,7.69,TV,13,Fall 2005,0,65209,"Sci-Fi, Slice of Life, Fantasy, Shounen"
478,Sousei no Aquarion,7.11,TV,26,Spring 2005,0,45579,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi"
